,params,rank_test_roc_auc,rank_test_accuracy,rank_test_average_precision
8838,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 1}",8954,8421,8756
8839,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 2}",7399,7753,6650
8840,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 3}",5381,7094,5099
8841,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 4}",4769,6864,4592
8842,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 5}",4099,5877,3736
8843,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 6}",3444,5612,2809
8844,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 7}",2897,4642,1820
8845,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 8}",2922,3281,2072
8846,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 9}",2300,3977,1284
8847,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 1}",8954,8421,8756
8848,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 2}",7399,7753,6650
8849,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 3}",5381,7094,5099
8850,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 4}",4769,6864,4592
8851,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 5}",4099,5877,3736
8852,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 6}",3444,5612,2809
8853,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 7}",2897,4642,1820
8854,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 8}",2922,3281,2072
8855,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 9}",2300,3977,1284
8856,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 1}",8954,8421,8756
8857,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 2}",7399,7753,6650
8858,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 3}",5381,7094,5099
8859,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 4}",4769,6864,4592
8860,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 5}",4099,5877,3736
8861,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 6}",3444,5612,2809
8862,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 7}",2897,4642,1820
8863,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 8}",2922,3281,2072
8864,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 6, 'model__n_estimators': 9}",2300,3977,1284
8865,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 1}",8954,8421,8756
8866,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 2}",7399,7753,6650
8867,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 3}",5381,7094,5099
8868,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 4}",4769,6864,4592
8869,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 5}",4099,5877,3736
8870,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 6}",3444,5612,2809
8871,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 7}",2897,4642,1820
8872,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 8}",2922,3281,2072
8873,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 7, 'model__n_estimators': 9}",2300,3977,1284
8874,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 1}",8954,8421,8756
8875,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 2}",7399,7753,6650
8876,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 3}",5381,7094,5099
8877,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 4}",4769,6864,4592
8878,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 5}",4099,5877,3736
8879,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 6}",3444,5612,2809
8880,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 7}",2897,4642,1820
8881,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 8}",2922,3281,2072
8882,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 4, 'model__min_samples_split': 8, 'model__n_estimators': 9}",2300,3977,1284
8883,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1}",8849,6629,9308
8884,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2}",8742,6604,9067
8885,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 3}",8676,6827,8959
8886,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 4}",8538,6548,8686
8887,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 5}",8459,6514,8644
8888,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 6}",8306,6881,8586
8889,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 7}",8280,6663,8578
8890,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 8}",8202,6878,8527
8891,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 9}",8181,6628,8482
8892,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 1}",8814,6518,9128
8893,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 2}",8683,6334,8995
8894,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 3}",8622,6474,8746
8895,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 4}",8490,6076,8663
8896,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 5}",8378,6117,8594
8897,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 6}",8274,6375,8562
8898,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 7}",8201,6381,8530
8899,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 8}",8182,6364,8522
8900,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 9}",8189,6223,8490
8901,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 1}",8743,6897,9046
8902,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 2}",8621,6567,8745
8903,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 3}",8503,6442,8671
8904,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 4}",8376,6361,8592
8905,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 5}",8272,6171,8533
8906,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 6}",8180,6380,8455
8907,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 7}",8179,6235,8401
8908,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 8}",8166,6257,8399
8909,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 9}",8169,6042,8396
8910,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 1}",8673,6459,8933
8911,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 2}",8519,6249,8708
8912,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 3}",8429,6176,8646
8913,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 4}",8241,5990,8569
8914,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 5}",8154,5761,8394
8915,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 6}",8125,6042,8386
8916,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 7}",8087,5933,8364
8917,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 8}",8067,6063,8368
8918,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 9}",8066,5714,8363
8919,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 1}",8644,6595,8780
8920,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 2}",8465,6240,8653
8921,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 3}",8289,6281,8589
8922,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 4}",8160,6198,8483
8923,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 5}",8027,5924,8360
8924,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 6}",7991,6290,8353
8925,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 7}",7945,6073,8282
8926,"{'model__bootstrap': False, 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 8}",7848,6138,8289
